csv_row_index,merged_row_index,match_flag,recovered_years_joined,Seller Link,Store Name,Year Joined,Total Products,Rating,Review Count,Followers,Total Revenue,Total Review,1 Start,2 Start,3 Start,4 Start,5 Start
489,495,,7,https://tiki.vn/cua-hang/muasam247?source_screen=product_detail&source_engine=organic,Muasam247,2019,456,4.2,9000,528,52033300,1686.0,44.0,33.0,88.0,373.0,1148.0
490,496,,5,https://tiki.vn/cua-hang/jp-market-24h?source_screen=product_detail&source_engine=organic,JP Market 24h,2021,632,4.7,527,239,5802300,257.0,11.0,3.0,6.0,38.0,199.0
491,497,,5,https://tiki.vn/cua-hang/phu-kien-hoan-linh?source_screen=product_detail&source_engine=organic,Phụ Kiện Hoàn Linh,2021,74,4.8,2200,1800,13161965,380.0,15.0,3.0,1.0,27.0,334.0
492,498,,9,https://tiki.vn/cua-hang/fujihome-official-store?source_screen=product_detail&source_engine=organic,FUJIHOME OFFICIAL STORE,2017,169,4.5,1400,1800,43022550,840.0,49.0,19.0,31.0,141.0,600.0
493,499,,5,https://tiki.vn/cua-hang/jk-strading?source_screen=product_detail&source_engine=organic,Bờm Boutique,2021,33,4.4,1900,102,4963000,139.0,8.0,5.0,4.0,39.0,83.0
494,500,,7,https://tiki.vn/cua-hang/sorado?source_screen=product_detail&source_engine=organic,SORADO,2019,3,3.8,995,52,135000,77.0,30.0,7.0,1.0,7.0,32.0
495,502,,5,https://tiki.vn/cua-hang/scitech-water-official-store?source_screen=product_detail&source_engine=organic,Scitech Water Official Store,2021,164,4.8,355,189,7515000,342.0,1.0,1.0,2.0,59.0,279.0
496,503,,5,https://tiki.vn/cua-hang/mercusys-official-store?source_screen=product_detail&source_engine=organic,Mercusys Official Store,2021,21,4.7,408,438,1158030,357.0,6.0,7.0,7.0,46.0,291.0
497,504,,6,https://tiki.vn/cua-hang/songhan-leather?source_screen=product_detail&source_engine=organic,Songhan Leather Official,2020,3,4.6,86,45,0,,,,,,
498,505,,6,https://tiki.vn/cua-hang/hoa-ky?source_screen=product_detail&source_engine=organic,Hoà Ký,2020,125,4.7,252,0,20770000,238.0,5.0,2.0,4.0,34.0,193.0
499,1077,,8,https://tiki.vn/cua-hang/vcam-leather?source_screen=product_detail&source_engine=organic,Vcam Leather,2018,2,0.0,0,0,0,,,,,,
500,507,,8,https://tiki.vn/cua-hang/sunny-vali-official?source_screen=product_detail&source_engine=organic,SUNNY VALI OFFICIAL,2018,17,4.5,235,0,0,16.0,0.0,0.0,0.0,1.0,15.0
501,508,,7,https://tiki.vn/cua-hang/damas-official-store-?source_screen=product_detail&source_engine=organic,DAMAS Official Store,2019,37,4.5,5100,2100,17626000,545.0,8.0,6.0,13.0,86.0,432.0
502,509,,9,https://tiki.vn/cua-hang/socbrothers?source_screen=product_detail&source_engine=organic,Soc&Brothers,2017,193,4.8,601,513,3579432,329.0,6.0,1.0,0.0,34.0,288.0
503,510,,5,https://tiki.vn/cua-hang/saraya-official-store?source_screen=product_detail&source_engine=organic,Saraya Greentek,2021,21,4.8,452,372,5477000,93.0,1.0,0.0,3.0,14.0,75.0
504,511,,7,https://tiki.vn/cua-hang/bohmann-viet-nam?source_screen=product_detail&source_engine=organic,BOHMANN VIỆT NAM,2019,5,4.6,1600,415,8589000,708.0,22.0,11.0,17.0,135.0,523.0
505,512,,9,https://tiki.vn/cua-hang/luu-tru-sai-gon?source_screen=product_detail&source_engine=organic,Lưu Trữ Sài Gòn,2017,61,4.7,14000,1200,86971760,3123.0,34.0,6.0,27.0,339.0,2717.0
506,513,,4,https://tiki.vn/cua-hang/pixlink-office-store?source_screen=product_detail&source_engine=organic,Pixlink Office Store,2022,36,4.5,1700,288,10873120,1279.0,51.0,15.0,33.0,156.0,1024.0
507,514,,4,https://tiki.vn/cua-hang/camera-phuong-dong-store?source_screen=product_detail&source_engine=organic,CAMERA PHƯƠNG ĐÔNG Store,2022,343,4.6,1200,914,148419590,932.0,27.0,11.0,19.0,172.0,703.0
508,515,,5,https://tiki.vn/cua-hang/sunado-store?source_screen=product_detail&source_engine=organic,SUNADO STORE,2021,214,4.8,92,27,695550,37.0,0.0,0.0,0.0,6.0,31.0
509,517,,5,https://tiki.vn/cua-hang/rayban-official-store?source_screen=product_detail&source_engine=organic,Rayban Official Store,2021,149,4.6,118,4400,57676000,55.0,2.0,0.0,2.0,9.0,42.0
510,518,,9,https://tiki.vn/cua-hang/fornix-shop?source_screen=product_detail&source_engine=organic,Xe Đạp Fornix,2017,33,4.2,257,478,11528000,26.0,1.0,0.0,1.0,4.0,20.0
511,519,,4,https://tiki.vn/cua-hang/thaison-group?source_screen=product_detail&source_engine=organic,ThaiSon Group,2022,9,4.8,72,0,2440000,65.0,0.0,0.0,2.0,9.0,54.0
512,520,,8,https://tiki.vn/cua-hang/sieu-thi-thien-nhien?source_screen=product_detail&source_engine=organic,Siêu Thị Thiên Nhiên,2018,66,4.6,3100,1600,2621800,405.0,4.0,5.0,8.0,60.0,328.0
513,521,,7,https://tiki.vn/cua-hang/nuoc-mam-khai-hoan-phu-quoc?source_screen=product_detail&source_engine=organic,Nước mắm Khải Hoàn Official Store,2019,2,4.8,722,183,1396000,67.0,1.0,0.0,1.0,7.0,58.0
514,522,,7,https://tiki.vn/cua-hang/mua-sam-dien-may?source_screen=product_detail&source_engine=organic,Mua sắm điện máy,2019,69,4.6,654,0,19578000,435.0,12.0,6.0,9.0,65.0,343.0
515,523,,9,https://tiki.vn/cua-hang/nbc-solutions?source_screen=product_detail&source_engine=organic,NBC SOLUTIONS,2017,38,4.7,860,286,1114000,134.0,5.0,4.0,6.0,22.0,97.0
516,524,,5,https://tiki.vn/cua-hang/tong-kho-o-cung?source_screen=product_detail&source_engine=organic,KingSpec Official Store,2021,20,4.7,185,86,0,180.0,5.0,1.0,2.0,21.0,151.0
517,525,,5,https://tiki.vn/cua-hang/viewshop36?source_screen=product_detail&source_engine=organic,VIEWSHOP36,2021,50,4.4,1600,114,521000,736.0,33.0,17.0,22.0,113.0,551.0
518,526,,8,https://tiki.vn/cua-hang/do-cong-nghe-so?source_screen=product_detail&source_engine=organic,Đồ Công Nghệ Số,2018,65,4.5,1200,595,19291100,165.0,6.0,3.0,2.0,39.0,115.0
519,527,,6,https://tiki.vn/cua-hang/coffee-tree-official-store?source_screen=product_detail&source_engine=organic,Coffee Tree Official Store,2020,16,4.7,2600,0,30843000,2520.0,35.0,25.0,57.0,373.0,2030.0
520,528,,6,https://tiki.vn/cua-hang/gucase?source_screen=product_detail&source_engine=organic,GuCase,2020,2000,4.1,7600,1200,63707450,2865.0,352.0,74.0,98.0,426.0,1915.0
521,529,,7,https://tiki.vn/cua-hang/barona?source_screen=product_detail&source_engine=organic,Barona Shop,2019,119,4.8,2000,1000,810905,1242.0,10.0,3.0,14.0,116.0,1099.0
522,530,,8,https://tiki.vn/cua-hang/chipchip-nguyen?source_screen=product_detail&source_engine=organic,Chipchip Nguyen,2018,176,4.6,1200,279,8438000,81.0,1.0,1.0,2.0,6.0,71.0
523,531,,5,https://tiki.vn/cua-hang/hh-furniture?source_screen=product_detail&source_engine=organic,HH Furniture,2021,5,4.4,57,0,0,17.0,1.0,0.0,1.0,3.0,12.0
524,532,,4,https://tiki.vn/cua-hang/diga-home?source_screen=product_detail&source_engine=organic,Diga Home,2022,54,4.7,157,30,1680150,151.0,3.0,0.0,3.0,26.0,119.0
525,533,,5,https://tiki.vn/cua-hang/dau-nhot-nhap-lawricants?source_screen=product_detail&source_engine=organic,Dầu nhớt nhập Lawricants,2021,133,4.5,819,0,595951000,750.0,40.0,10.0,21.0,123.0,556.0
526,534,,5,https://tiki.vn/cua-hang/ankhangshop?source_screen=product_detail&source_engine=organic,AnKhangShop,2021,76,4.4,410,63,5706000,213.0,6.0,7.0,7.0,40.0,153.0
527,535,,5,https://tiki.vn/cua-hang/tamayoko-official?source_screen=product_detail&source_engine=organic,Tamayoko Official,2021,18,4.8,2600,597,9470130,1029.0,15.0,5.0,17.0,121.0,871.0
528,536,,7,https://tiki.vn/cua-hang/home-star-store?source_screen=product_detail&source_engine=organic,Home Star Store,2019,390,4.3,1400,300,426249080,3515.0,87.0,46.0,138.0,626.0,2618.0
529,537,,6,https://tiki.vn/cua-hang/da-phong-thuy-th?source_screen=product_detail&source_engine=organic,Thủy Hòa Official Store,2020,1451,4.7,498,870,129336000,400.0,6.0,3.0,11.0,62.0,318.0
530,538,,5,https://tiki.vn/cua-hang/cua-hang-nem-thanh-cong?source_screen=product_detail&source_engine=organic,Cửa Hàng nệm Thành Công,2021,28,4.4,252,0,921000,82.0,3.0,1.0,2.0,15.0,61.0
531,539,,7,https://tiki.vn/cua-hang/corado?source_screen=product_detail&source_engine=organic,CORADO,2019,14,3.9,934,35,1020000,27.0,4.0,0.0,2.0,4.0,17.0
532,540,,6,https://tiki.vn/cua-hang/the-gioi-pin-sinh-thai?source_screen=product_detail&source_engine=organic,Thế Giới Pin Sinh Thái,2020,162,4.7,6700,917,53385460,5329.0,92.0,22.0,84.0,701.0,4430.0
533,541,,6,https://tiki.vn/cua-hang/tien-ich-1708?source_screen=product_detail&source_engine=organic,Tiện ích 1708,2020,247,4.4,10000,2200,373574000,2492.0,104.0,44.0,120.0,426.0,1798.0
534,543,,5,https://tiki.vn/cua-hang/nanoka-official-store?source_screen=product_detail&source_engine=organic,NANOKA Official Store,2021,29,4.4,49,0,380000,47.0,2.0,1.0,0.0,12.0,32.0
535,544,,9,https://tiki.vn/cua-hang/noi-that-o-to-quoc-te?source_screen=product_detail&source_engine=organic,SHOP NOI THAT OTO CIND,2017,822,4.4,689,832,5858710,477.0,21.0,10.0,16.0,106.0,324.0
536,545,,5,https://tiki.vn/cua-hang/sagobike?source_screen=product_detail&source_engine=organic,Sagobike,2021,178,4.9,59,29,0,53.0,0.0,0.0,1.0,6.0,46.0
537,546,,7,https://tiki.vn/cua-hang/tui-thom-message-coffee?source_screen=product_detail&source_engine=organic,Message Coffee Official,2019,9,4.8,2800,742,7795000,1997.0,21.0,7.0,25.0,236.0,1708.0
538,547,,4,https://tiki.vn/cua-hang/dizi-store-online?source_screen=product_detail&source_engine=organic,DIZI STORE ONLINE,2022,38,4.4,1400,0,14099860,439.0,16.0,9.0,10.0,73.0,331.0
539,548,,6,https://tiki.vn/cua-hang/tong-kho-dien-may-gia-dung?source_screen=product_detail&source_engine=organic,TỔNG KHO ĐIỆN MÁY - GIA DỤNG,2020,261,4.4,1200,164,7485680,230.0,7.0,7.0,9.0,42.0,165.0
540,549,,8,https://tiki.vn/cua-hang/mescom-viet-nam?source_screen=product_detail&source_engine=organic,MESCOM VIỆT NAM,2018,15,4.4,189,67,0,17.0,2.0,1.0,0.0,3.0,11.0
541,550,,5,https://tiki.vn/cua-hang/dashi-lab?source_screen=product_detail&source_engine=organic,Dashi Lab,2021,34,4.9,116,119,109000,76.0,0.0,1.0,0.0,4.0,71.0
542,551,,9,https://tiki.vn/cua-hang/thao-nguyen-shop?source_screen=product_detail&source_engine=organic,Thảo Nguyên Shop,2017,45,4.5,330,0,1612000,,,,,,
543,552,,5,https://tiki.vn/cua-hang/a-little-corner?source_screen=product_detail&source_engine=organic,A Little Corner,2021,115,4.2,131,22,2500,72.0,5.0,2.0,0.0,10.0,55.0
544,553,,7,https://tiki.vn/cua-hang/goce-viet-nam?source_screen=product_detail&source_engine=organic,Goce Việt Nam,2019,121,4.6,1400,1300,5783500,1375.0,32.0,23.0,55.0,263.0,1002.0
545,554,,7,https://tiki.vn/cua-hang/tlc-trading?source_screen=product_detail&source_engine=organic,TLC Trading,2019,121,4.4,1000,0,2821730,4.0,0.0,0.0,0.0,0.0,4.0
546,555,,7,https://tiki.vn/cua-hang/san-ho-xanh?source_screen=product_detail&source_engine=organic,San Hô Xanh,2019,22,4.7,665,133,0,169.0,2.0,0.0,6.0,28.0,133.0
547,556,,4,https://tiki.vn/cua-hang/otech-official?source_screen=product_detail&source_engine=organic,O'tech Official,2022,14,4.8,9,1,270000,9.0,0.0,0.0,0.0,2.0,7.0
548,557,,8,https://tiki.vn/cua-hang/binaishop?source_screen=product_detail&source_engine=organic,Binaishop,2018,602,4.3,2600,675,285139480,1351.0,88.0,23.0,53.0,223.0,964.0
549,558,,9,https://tiki.vn/cua-hang/onelife-matcha?source_screen=product_detail&source_engine=organic,OneLife Bột Thiên Nhiên Hoà Tan,2017,36,4.4,388,0,2170000,356.0,22.0,8.0,16.0,45.0,265.0
550,559,,9,https://tiki.vn/cua-hang/aaa-jeans?source_screen=product_detail&source_engine=organic,AAA Jeans,2017,46,4.6,2200,3000,2837500,859.0,20.0,4.0,31.0,128.0,676.0
551,560,,5,https://tiki.vn/cua-hang/zenkastore-chuyen-do-da?source_screen=product_detail&source_engine=organic,ZENKASTORE CHUYÊN ĐỒ DA,2021,57,4.9,10,12,2290000,3.0,0.0,0.0,0.0,1.0,2.0
552,561,,4,https://tiki.vn/cua-hang/cua-hang-thuc-pham-xanh?source_screen=product_detail&source_engine=organic,Cửa Hàng Thực Phẩm Xanh,2022,61,4.8,624,602,4325500,450.0,5.0,2.0,4.0,70.0,369.0
553,562,,8,https://tiki.vn/cua-hang/shop-dep-mai?source_screen=product_detail&source_engine=organic,shop đẹp mãi,2018,11,4.2,3000,451,80000,51.0,4.0,4.0,3.0,9.0,31.0
554,563,,4,https://tiki.vn/cua-hang/rapoo-official-store?source_screen=product_detail&source_engine=organic,RAPOO Official Store,2022,64,4.6,555,509,6211150,293.0,15.0,4.0,2.0,41.0,231.0
555,564,,9,https://tiki.vn/cua-hang/gembank?source_screen=product_detail&source_engine=organic,Gembank,2017,794,4.0,77,75,51361000,55.0,9.0,0.0,3.0,13.0,30.0
556,565,,4,https://tiki.vn/cua-hang/au-co-store?source_screen=product_detail&source_engine=organic,Âu Cơ Store,2022,66,4.5,129,0,11580000,1.0,0.0,0.0,0.0,0.0,1.0
557,566,,5,https://tiki.vn/cua-hang/soliup?source_screen=product_detail&source_engine=organic,Soliup,2021,455,4.6,471,135,7615000,6.0,2.0,0.0,0.0,0.0,4.0
558,567,,5,https://tiki.vn/cua-hang/ngu-coc-shop-min-min?source_screen=product_detail&source_engine=organic,Min Min Official Store,2021,22,4.8,297,151,250000,287.0,4.0,1.0,1.0,38.0,243.0
559,568,,7,https://tiki.vn/cua-hang/mifan-official-store?source_screen=product_detail&source_engine=organic,Mifan Official Store,2019,32,4.5,3100,0,4333000,778.0,43.0,22.0,28.0,145.0,540.0
560,569,,6,https://tiki.vn/cua-hang/shop-phu-kien-va-cham-soc-o-to?source_screen=product_detail&source_engine=organic,SHOP PHỤ KIỆN VÀ CHĂM SÓC Ô TÔ,2020,153,4.6,1100,256,1903100,1041.0,38.0,19.0,26.0,151.0,807.0
561,570,,7,https://tiki.vn/cua-hang/london-sales-beauty?source_screen=product_detail&source_engine=organic,LS Beauty,2019,84,4.7,183,555,0,74.0,2.0,2.0,2.0,9.0,59.0
562,571,,4,https://tiki.vn/cua-hang/yamaha-motor-viet-nam?source_screen=product_detail&source_engine=organic,YAMAHA MOTOR VIỆT NAM,2022,150,4.8,560,3900,6194724,375.0,3.0,2.0,1.0,28.0,341.0
563,572,,5,https://tiki.vn/cua-hang/enzyco?source_screen=product_detail&source_engine=organic,ENZYCO,2021,27,4.7,197,2100,1338000,189.0,5.0,0.0,1.0,28.0,155.0
564,573,,4,https://tiki.vn/cua-hang/vividmart?source_screen=product_detail&source_engine=organic,VividMart,2022,32,4.6,35,12,8000,23.0,1.0,1.0,0.0,4.0,17.0
565,574,,6,https://tiki.vn/cua-hang/gia-thinh-phat?source_screen=product_detail&source_engine=organic,Gia Thịnh Phát,2020,57,4.6,766,533,821000,225.0,6.0,0.0,13.0,34.0,172.0
566,575,,7,https://tiki.vn/cua-hang/shop-thai-nhat-han?source_screen=product_detail&source_engine=organic,Shop Thái Nhật Hàn,2019,732,4.4,3500,797,5443225,908.0,59.0,19.0,31.0,166.0,633.0
567,576,,6,https://tiki.vn/cua-hang/devo-shop?source_screen=product_detail&source_engine=organic,DEVO SHOP,2020,677,4.6,3800,391,21674760,1468.0,53.0,17.0,32.0,164.0,1202.0
568,577,,8,https://tiki.vn/cua-hang/shop2banh?source_screen=product_detail&source_engine=organic,Shop2banh,2018,211,4.8,36,27,3389000,29.0,2.0,0.0,0.0,0.0,27.0
569,578,,5,https://tiki.vn/cua-hang/dien-may-htg?source_screen=product_detail&source_engine=organic,ĐIỆN MÁY HTG,2021,114,4.7,2300,2500,36436750,752.0,25.0,8.0,22.0,100.0,597.0
570,579,,6,https://tiki.vn/cua-hang/besti?source_screen=product_detail&source_engine=organic,Besti,2020,11,4.6,1000,97,2490000,182.0,5.0,1.0,3.0,28.0,145.0
571,580,,6,https://tiki.vn/cua-hang/khai-minh-store?source_screen=product_detail&source_engine=organic,Khải Minh Store,2020,749,4.5,1500,362,4781670,903.0,35.0,18.0,37.0,143.0,670.0
572,581,,5,https://tiki.vn/cua-hang/siamfood-mi-thai-mama?source_screen=product_detail&source_engine=organic,Siamfood Mì Thái Mama,2021,16,0.0,0,0,0,38.0,1.0,2.0,0.0,0.0,35.0
573,582,,8,https://tiki.vn/cua-hang/a-official-store?source_screen=product_detail&source_engine=organic,A Official Store,2018,102,4.5,6900,1800,39387000,531.0,25.0,12.0,28.0,103.0,363.0
574,583,,6,https://tiki.vn/cua-hang/beb-hang-gia-dung?source_screen=product_detail&source_engine=organic,COBACOOK,2020,96,4.7,589,569,845000,54.0,1.0,2.0,0.0,6.0,45.0
575,584,,5,https://tiki.vn/cua-hang/dao-thu-cong-my-nghe?source_screen=product_detail&source_engine=organic,Đào thủ công mỹ nghệ,2021,1,4.5,11,0,0,,,,,,
576,585,,7,https://tiki.vn/cua-hang/hapaku-officialstore?source_screen=product_detail&source_engine=organic,Hapaku Officialstore,2019,40,4.6,2100,0,20647000,1946.0,44.0,36.0,54.0,255.0,1557.0
577,586,,6,https://tiki.vn/cua-hang/the-beauty?source_screen=product_detail&source_engine=organic,The Beauty,2020,44,4.6,310,137,3164000,110.0,3.0,1.0,3.0,24.0,79.0
578,587,,4,https://tiki.vn/cua-hang/unilever-pureit-official-store?source_screen=product_detail&source_engine=organic,Unilever Pureit Official Store,2022,39,4.8,732,1900,25736500,516.0,11.0,7.0,5.0,50.0,443.0
579,588,,4,https://tiki.vn/cua-hang/ha-noi-digital-shop?source_screen=product_detail&source_engine=organic,HÀ NỘI DIGITAL SHOP,2022,59,4.4,528,128,24081580,347.0,23.0,10.0,5.0,84.0,225.0
580,589,,8,https://tiki.vn/cua-hang/sunpolo?source_screen=product_detail&source_engine=organic,SUNPOLO,2018,170,4.6,449,3000,5334000,416.0,3.0,1.0,22.0,77.0,313.0
581,590,,5,https://tiki.vn/cua-hang/jeepshop?source_screen=product_detail&source_engine=organic,Jeepshop,2021,356,4.6,17,14,3645000,1.0,0.0,0.0,0.0,1.0,0.0
582,591,,8,https://tiki.vn/cua-hang/vietnamrobovac?source_screen=product_detail&source_engine=organic,VIETNAMROBOVAC Official Store,2018,60,4.6,301,523,3989000,128.0,6.0,1.0,3.0,13.0,105.0
583,592,,7,https://tiki.vn/cua-hang/cong-nghe-va-truyen-thong-zlink?source_screen=product_detail&source_engine=organic,Công Nghệ và Truyền Thông Zlink,2019,1,5.0,1,1,0,,,,,,
584,593,,8,https://tiki.vn/cua-hang/carvn?source_screen=product_detail&source_engine=organic,CarVn,2018,1,4.8,160,24,0,8.0,0.0,0.0,0.0,0.0,8.0
585,594,,8,https://tiki.vn/cua-hang/airseven?source_screen=product_detail&source_engine=organic,Airseven,2018,12,4.7,1000,275,693000,485.0,6.0,3.0,9.0,68.0,399.0
586,595,,6,https://tiki.vn/cua-hang/az-house?source_screen=product_detail&source_engine=organic,AZ HOUSE,2020,480,4.7,1600,263,31574360,796.0,32.0,10.0,21.0,83.0,650.0
587,596,,6,https://tiki.vn/cua-hang/vinbuy?source_screen=product_detail&source_engine=organic,VinBuy,2020,74,4.6,21000,9000,46840000,8929.0,252.0,98.0,238.0,1267.0,7074.0
588,597,,4,https://tiki.vn/cua-hang/yona-petshop?source_screen=product_detail&source_engine=organic,Yona Petshop,2022,213,4.7,822,174,10165696,359.0,7.0,0.0,6.0,44.0,302.0
589,598,,4,https://tiki.vn/cua-hang/ares-shop-9?source_screen=product_detail&source_engine=organic,Ares shop 9,2022,35,4.9,286,17,4231800,209.0,2.0,1.0,0.0,10.0,196.0
590,599,,7,https://tiki.vn/cua-hang/vnhobby?source_screen=product_detail&source_engine=organic,Hobby Home Decor,2019,230,4.7,6600,3900,17916250,2390.0,25.0,20.0,59.0,404.0,1882.0
591,600,,7,https://tiki.vn/cua-hang/duoc-lieu-tue-tam?source_screen=product_detail&source_engine=organic,Dược Liệu Tuệ Tâm,2019,292,4.6,5700,859,73656800,5578.0,180.0,82.0,246.0,1061.0,4009.0
592,601,,6,https://tiki.vn/cua-hang/lebenlang?source_screen=product_detail&source_engine=organic,LEbenlang,2020,125,4.7,3000,13000,34292000,1413.0,24.0,11.0,34.0,192.0,1152.0
593,602,,7,https://tiki.vn/cua-hang/phu-kien-ss-authentic?source_screen=product_detail&source_engine=organic,Phụ kiện SS Authentic,2019,62,4.8,1200,612,5886130,253.0,3.0,1.0,6.0,27.0,216.0
594,603,,8,https://tiki.vn/cua-hang/hoang-nam?source_screen=product_detail&source_engine=organic,HOANG NAM,2018,59,4.5,1200,102,94000,302.0,8.0,8.0,17.0,50.0,219.0
595,604,,6,https://tiki.vn/cua-hang/casemestore?source_screen=product_detail&source_engine=organic,CasemeStore,2020,477,4.3,3000,271,4363565,500.0,31.0,7.0,25.0,75.0,362.0
596,605,,7,https://tiki.vn/cua-hang/sohogo?source_screen=product_detail&source_engine=organic,SOTAGO,2019,273,4.4,5000,1600,10230750,2073.0,68.0,32.0,82.0,371.0,1520.0
597,606,,5,https://tiki.vn/cua-hang/shophukienam?source_screen=product_detail&source_engine=organic,Shophukienam,2021,706,4.4,133,0,27067050,38.0,2.0,2.0,5.0,6.0,23.0
598,607,,6,https://tiki.vn/cua-hang/thiet-bi-y-te-gia-dinh-hme?source_screen=product_detail&source_engine=organic,Thiết bị y tế Gia Đình HME,2020,756,4.7,6200,0,189980000,3694.0,106.0,31.0,55.0,422.0,3080.0
599,608,,5,https://tiki.vn/cua-hang/tap-chi-forbes?source_screen=product_detail&source_engine=organic,Tạp chí Forbes,2021,14,4.8,286,332,475000,30.0,1.0,0.0,0.0,2.0,27.0
600,609,,6,https://tiki.vn/cua-hang/kemnghiaminhtam?source_screen=product_detail&source_engine=organic,Kemnghiaminhtam,2020,18,4.0,591,0,100000,30.0,5.0,1.0,2.0,6.0,16.0
601,610,,7,https://tiki.vn/cua-hang/yapishi-leather?source_screen=product_detail&source_engine=organic,Yapishi Leather,2019,434,4.6,397,145,5707994,45.0,0.0,0.0,0.0,9.0,36.0
602,611,,7,https://tiki.vn/cua-hang/midoctor?source_screen=product_detail&source_engine=organic,miDoctor,2019,292,4.5,24000,3400,37982870,18571.0,436.0,300.0,742.0,3477.0,13616.0
603,612,,8,https://tiki.vn/cua-hang/shoppious?source_screen=product_detail&source_engine=organic,Shoppious,2018,68,4.4,911,147,139000,99.0,7.0,5.0,3.0,6.0,78.0
604,613,,6,https://tiki.vn/cua-hang/vimila-mart-?source_screen=product_detail&source_engine=organic,Vimila Mart,2020,74,4.6,7100,3500,4319900,3173.0,53.0,22.0,102.0,493.0,2503.0
605,614,,6,https://tiki.vn/cua-hang/prolink-official-store?source_screen=product_detail&source_engine=organic,Prolink Official Store,2020,43,4.6,1500,609,14070420,933.0,32.0,11.0,19.0,143.0,728.0
606,615,,8,https://tiki.vn/cua-hang/mao-bao-official-store?source_screen=product_detail&source_engine=organic,Mao Bao Official Store,2018,31,4.7,1800,685,5194100,803.0,21.0,10.0,23.0,110.0,639.0
607,616,,8,https://tiki.vn/cua-hang/dienmaycuongviet?source_screen=product_detail&source_engine=organic,dienmaycuongviet,2018,222,4.6,2400,611,45940000,1033.0,27.0,10.0,20.0,155.0,821.0
608,617,,4,https://tiki.vn/cua-hang/hanfarm?source_screen=product_detail&source_engine=organic,Hanfarm,2022,18,4.7,66,83,185600,55.0,1.0,1.0,0.0,8.0,45.0
609,618,,4,https://tiki.vn/cua-hang/den-trang-tri-ha-hiep?source_screen=product_detail&source_engine=organic,ĐÈN TRANG TRÍ HÀ HIỆP,2022,1443,4.0,89,29,47645000,35.0,14.0,0.0,0.0,6.0,15.0
610,619,,9,https://tiki.vn/cua-hang/868?source_screen=product_detail&source_engine=organic,868,2017,1967,4.3,777,184,4779000,309.0,15.0,13.0,23.0,54.0,204.0
611,620,,7,https://tiki.vn/cua-hang/goking?source_screen=product_detail&source_engine=organic,GOKING,2019,656,4.7,9600,3000,14579020,4908.0,77.0,52.0,142.0,680.0,3957.0
612,621,,8,https://tiki.vn/cua-hang/dien-gia-dung-meka?source_screen=product_detail&source_engine=organic,Điện gia dụng MeKa,2018,51,4.6,654,0,985000,206.0,6.0,4.0,12.0,46.0,138.0
613,622,,8,https://tiki.vn/cua-hang/cong-nghe-tam-nhin?source_screen=product_detail&source_engine=organic,CÔNG NGHỆ TẦM NHÌN,2018,176,4.6,2900,1500,0,,,,,,
614,623,,5,https://tiki.vn/cua-hang/de-blur-auto?source_screen=product_detail&source_engine=organic,De Blur Auto,2021,194,4.5,577,55,4815600,506.0,21.0,8.0,8.0,108.0,361.0
615,624,,6,https://tiki.vn/cua-hang/giavivipep-store?source_screen=product_detail&source_engine=organic,Gia Vị Vipep HCM,2020,107,4.7,968,305,1318000,504.0,7.0,1.0,6.0,83.0,407.0
616,625,,6,https://tiki.vn/cua-hang/congnghevn247?source_screen=product_detail&source_engine=organic,congnghevn247,2020,597,4.5,758,167,25110020,185.0,15.0,3.0,5.0,35.0,127.0
617,626,,3,https://tiki.vn/cua-hang/lerosv-noi-that-may-tre-coi?source_screen=product_detail&source_engine=organic,Lerosv Nội Thất Mây Tre Cói,2023,20,0.0,0,0,2612000,,,,,,
618,627,,6,https://tiki.vn/cua-hang/myta-shop?source_screen=product_detail&source_engine=organic,MyTa Shop,2020,29,4.7,1300,402,1100000,184.0,3.0,1.0,3.0,26.0,151.0
619,628,,5,https://tiki.vn/cua-hang/phu-kien-vet-va-thu-cung?source_screen=product_detail&source_engine=organic,PHỤ KIỆN VẸT VÀ THÚ CƯNG,2021,92,4.7,243,0,2202904,17.0,0.0,1.0,0.0,3.0,13.0
620,629,,6,https://tiki.vn/cua-hang/shop-may-doc-sach-ha-noi?source_screen=product_detail&source_engine=organic,Shop Máy Đọc Sách Hà Nội,2020,28,4.8,889,518,17427000,235.0,0.0,0.0,1.0,14.0,220.0
621,630,,7,https://tiki.vn/cua-hang/the-gioi-dien-may-shop?source_screen=product_detail&source_engine=organic,The Gioi Dien May Shop,2019,124,4.6,12000,1300,25657630,4701.0,94.0,37.0,148.0,824.0,3598.0
622,631,,5,https://tiki.vn/cua-hang/fuwa3e-official?source_screen=product_detail&source_engine=organic,Fuwa3e Official,2021,32,4.6,195,426,1535700,164.0,8.0,0.0,4.0,19.0,133.0
623,632,,7,https://tiki.vn/cua-hang/mia-store?source_screen=product_detail&source_engine=organic,MIA vn Official Store,2019,18,4.7,134,661,221000,102.0,2.0,1.0,2.0,4.0,93.0
624,633,,5,https://tiki.vn/cua-hang/dong-ho-hoang-tam?source_screen=product_detail&source_engine=organic,ĐỒNG HỒ HOÀNG TÂM,2021,171,3.7,36,30,11230000,37.0,9.0,2.0,0.0,5.0,21.0
625,634,,7,https://tiki.vn/cua-hang/dong-quan-estore?source_screen=product_detail&source_engine=organic,ĐÔNG QUÂN ESTORE,2019,60,4.5,132,11,0,17.0,3.0,0.0,1.0,1.0,12.0
