job_index,strategy,n_bins,min_support,final_score,score_delta,n_selected_features,selected_features,cluster_sizes,alpha,mu_param,gamma,beta,final_numeric_phi,final_categorical_phi,final_numeric_weights,final_categorical_weights,final_numeric_weights_scaled,final_categorical_weights_scaled,silhouette_sample_std,silhouette_negative_fraction,cluster_assignments,status,error_message
76,quantile,5,1.0,0.4274857368399357,0.0,0,,[],,,,,,,,,,,,,,baseline_no_features,
77,quantile,5,0.95,0.4274857368399357,0.0,0,,[],,,,,,,,,,,,,,baseline_no_features,
78,quantile,5,0.9,0.4274857368399357,0.0,0,,[],,,,,,,,,,,,,,baseline_no_features,
79,quantile,5,0.85,0.4274857368399357,0.0,0,,[],,,,,,,,,,,,,,baseline_no_features,
80,quantile,5,0.8,0.4274857368399357,0.0,0,,[],,,,,,,,,,,,,,baseline_no_features,
81,quantile,5,0.75,0.4274857368399357,0.0,0,,[],,,,,,,,,,,,,,baseline_no_features,
82,quantile,5,0.7,0.4274857368399357,0.0,0,,[],,,,,,,,,,,,,,baseline_no_features,
83,quantile,5,0.65,0.4274857368399357,0.0,0,,[],,,,,,,,,,,,,,baseline_no_features,
84,quantile,5,0.6,0.4274857368399357,0.0,0,,[],,,,,,,,,,,,,,baseline_no_features,
85,quantile,5,0.55,0.4274857368399357,0.0,0,,[],,,,,,,,,,,,,,baseline_no_features,
86,quantile,5,0.5,0.4274857368399357,0.0,0,,[],,,,,,,,,,,,,,baseline_no_features,
87,quantile,5,0.45,0.4274857368399357,0.0,0,,[],,,,,,,,,,,,,,baseline_no_features,
88,quantile,5,0.4,0.4274857368399357,0.0,0,,[],,,,,,,,,,,,,,baseline_no_features,
89,quantile,5,0.35,0.4274857368399357,0.0,0,,[],,,,,,,,,,,,,,baseline_no_features,
90,quantile,5,0.3,0.4274857368399357,0.0,0,,[],,,,,,,,,,,,,,baseline_no_features,
91,quantile,5,0.25,0.4274857368399357,0.0,0,,[],,,,,,,,,,,,,,baseline_no_features,
92,quantile,5,0.2,0.6365433821731137,0.2090576453331779,3,"fused_1_veryhigh, fused_5_high, fused_5_veryhigh","[56, 306, 801, 330, 306]",0.4,0.9,0.2,5.0,"{""fused_1"":0.5114549136515066,""fused_2"":0.26027031663530803,""fused_3"":0.4734627212913031,""fused_4"":0.5079414440407987,""fused_5"":0.18293924285223}","{""fused_1_veryhigh"":0.5817450668009813,""fused_5_high"":0.5995077943348117,""fused_5_veryhigh"":0.5979473501816407}","{""fused_1"":0.18187534005236003,""fused_2"":0.2153374158721697,""fused_3"":0.18541898939584095,""fused_4"":0.18218903890723445,""fused_5"":0.23517921577239498}","{""fused_1_veryhigh"":0.3349337622142124,""fused_5_high"":0.3324247850569971,""fused_5_veryhigh"":0.33264145272879053}","{""fused_1"":0.9093767002618002,""fused_2"":1.0766870793608485,""fused_3"":0.9270949469792047,""fused_4"":0.9109451945361723,""fused_5"":1.175896078861975}","{""fused_1_veryhigh"":1.0048012866426372,""fused_5_high"":0.9972743551709913,""fused_5_veryhigh"":0.9979243581863716}",0.1242090494746784,0.0022234574763757,"[4,2,4,4,3,3,2,1,4,3,4,3,1,2,2,2,3,2,0,0,2,2,4,4,2,4,3,3,2,2,4,3,4,2,4,2,2,2,2,2,2,2,3,3,2,4,2,4,2,1,2,1,3,3,3,2,2,2,3,3,2,4,0,2,2,2,2,2,4,4,2,2,2,3,4,4,2,4,3,4,4,2,3,2,2,4,4,4,3,4,2,4,3,2,3,3,1,2,2,2,3,1,4,3,2,1,2,2,3,4,3,4,3,3,2,2,2,3,2,2,2,3,2,3,2,4,2,1,2,2,4,2,2,2,2,2,2,2,2,4,3,2,1,4,4,4,3,3,2,3,3,2,2,4,4,4,4,4,3,2,4,1,2,3,4,4,3,2,2,2,4,2,4,2,3,2,2,4,1,2,2,4,2,4,1,3,3,2,2,3,0,4,4,4,2,2,4,0,3,2,2,4,2,4,4,2,3,1,3,4,2,2,2,4,2,3,2,3,2,4,2,4,4,4,4,3,4,4,2,2,4,2,3,2,2,3,2,2,3,2,3,2,4,2,2,2,2,4,3,1,1,2,3,4,4,2,2,2,2,3,2,2,4,2,3,2,2,2,2,3,3,4,2,2,1,0,2,2,4,2,2,2,2,4,3,0,2,2,2,1,2,2,2,2,2,2,2,3,2,4,3,2,2,4,3,3,2,3,2,3,1,4,2,2,2,3,3,4,2,2,2,4,1,2,2,4,3,0,3,2,2,1,2,2,3,2,2,4,2,4,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,3,2,3,2,2,2,4,3,2,4,2,3,2,4,2,3,4,2,2,4,2,2,3,2,4,2,1,2,2,4,2,2,3,2,2,2,3,2,3,2,2,1,2,3,2,2,2,3,0,1,2,2,3,2,2,1,3,4,2,4,2,2,2,2,3,3,1,1,4,2,4,2,2,2,2,3,1,2,3,3,3,4,2,4,1,2,1,3,3,1,2,2,2,2,3,2,3,3,0,2,3,2,2,2,2,2,3,4,3,1,2,4,2,4,4,2,2,2,3,2,1,1,0,2,2,3,0,4,0,3,3,1,2,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,4,3,2,2,2,4,2,2,2,3,2,2,3,2,2,3,4,2,2,3,4,2,2,3,2,0,3,1,3,2,1,2,3,0,4,2,1,3,0,3,0,1,0,3,4,2,2,3,3,3,2,4,2,2,2,2,2,3,4,2,1,2,2,3,4,2,1,2,1,4,2,4,2,3,3,2,4,2,2,2,4,2,2,2,3,4,2,2,0,2,2,2,2,3,0,4,2,2,1,3,2,4,1,2,3,2,2,2,2,4,0,4,3,3,1,2,3,4,3,2,2,3,2,4,1,2,2,2,2,3,2,0,4,2,2,3,4,3,3,3,3,2,4,2,3,1,2,4,2,3,2,2,2,4,4,1,2,3,0,2,4,4,1,4,1,4,2,1,2,4,2,2,2,2,2,2,2,2,2,2,0,1,0,2,2,2,2,2,1,4,0,2,2,2,1,4,3,3,2,3,2,1,4,4,4,2,4,4,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,3,2,2,4,1,3,1,1,4,2,4,1,2,2,1,4,3,1,2,1,3,1,2,3,2,4,4,2,2,4,2,4,4,3,2,2,2,1,2,2,2,2,2,4,3,3,1,3,2,1,2,3,3,4,3,2,0,2,3,1,4,3,2,4,3,4,2,2,2,0,1,3,0,1,3,2,1,2,2,0,2,2,2,2,4,4,2,1,3,2,4,2,1,3,2,0,2,0,2,1,2,2,2,2,2,3,2,2,2,1,2,2,3,2,1,3,1,2,3,0,2,2,2,1,3,2,3,4,2,2,3,3,2,3,3,1,4,3,2,1,2,3,2,1,2,4,2,3,4,4,2,4,2,3,1,3,2,1,1,3,1,2,3,1,3,3,2,2,4,2,3,2,2,2,2,1,2,3,2,4,1,3,2,1,0,4,2,2,2,2,2,1,4,4,2,4,1,2,3,2,2,4,2,4,2,2,3,2,3,3,1,4,4,2,2,4,2,4,2,3,2,3,2,2,1,1,2,2,1,2,2,3,2,1,1,1,2,1,1,1,4,2,2,4,3,3,4,1,2,4,4,3,2,4,3,2,1,2,2,1,3,1,3,4,1,2,2,2,2,3,2,2,1,1,4,4,1,1,4,3,2,2,2,2,3,4,3,3,1,1,2,2,2,2,2,3,2,3,1,2,1,1,4,4,4,2,3,4,1,1,1,1,3,4,1,2,1,3,4,3,1,4,4,1,1,3,2,4,0,2,4,3,3,4,2,1,1,3,1,2,3,4,3,2,1,2,1,2,2,1,2,1,1,2,1,1,1,3,1,1,2,4,2,2,3,2,2,4,2,1,2,2,4,4,1,3,2,2,3,2,2,3,2,2,1,0,2,1,1,4,2,2,2,2,1,4,2,3,2,3,3,2,1,3,4,1,0,3,2,3,3,1,1,1,4,1,1,3,3,1,2,2,2,4,3,2,0,2,4,2,2,1,1,2,4,1,1,0,2,3,3,1,2,2,2,1,2,4,2,2,4,2,2,4,1,1,3,1,2,1,1,4,2,2,2,2,2,2,2,1,4,2,4,2,1,3,2,2,4,2,1,4,2,2,4,2,4,1,3,0,3,1,2,3,1,2,1,1,4,1,2,1,2,4,1,1,1,1,2,2,2,3,2,1,3,0,1,2,1,1,2,2,2,4,1,2,2,2,2,1,1,1,1,2,1,3,2,2,2,1,1,2,2,2,3,2,2,1,3,3,1,2,2,4,3,2,2,4,2,2,0,2,0,1,2,2,4,2,3,2,2,2,2,1,2,2,1,2,2,4,2,2,2,4,2,2,4,3,3,3,3,1,2,3,4,4,1,4,3,2,2,4,3,2,2,2,4,4,1,3,1,2,4,2,2,2,2,3,1,3,1,4,1,4,2,2,2,4,4,2,3,2,2,1,1,1,1,1,2,2,2,2,1,4,1,2,2,4,2,2,2,1,2,3,1,1,2,2,4,4,2,2,0,1,3,4,2,2,4,3,4,1,1,2,3,2,4,3,4,4,4,2,2,3,2,4,3,2,2,2,3,3,1,4,3,2,2,2,4,4,2,4,4,3,4,2,2,2,3,3,4,2,2,2,2,1,2,1,2,1,4,3,2,3,2,4,3,0,3,0,3,2,1,1,3,3,4,2,1,2,1,1,4,1,2,2,2,2,2,4,2,1,1,1,2,3,3,1,1,1,1,4,2,2,1,2,3,4,0,4,4,1,2,2,2,4,2,3,4,2,0,2,2,2,2,2,3,1,1,3,4,3,2,1,1,2,2,1,2,2,1,1,2,2,2,1,2,0,4,2,4,1,3,3,2,2,4,2,1,4,2,2,1,3,2,1,2,1,1,2,4,2,3,3,3,1,1,2,2,2,3,1,3,1,1,3,4,0,2,3,1,1,4,2,4,2,1,1,4,0,1,3,1,4,4,3,1,4,2,1,2,4,4,1,2,4,1,1,2,2,4,2,2,2,2,4,1,2,4,2,3,1,2,3,4,2,2,1,3,4,1,4,2,2,4,3,2,3,2,4,3,3,2,2,2,1,3,3,1,2,1,2,2,4,1,2,2,2,4,1,2,3,1,3,4,2,2,2,2,2,2,1,2,2,2,0,3,2,1,3,3,3,2,2,1,2,2,2,1,4,0,1,1,4,2,1,2,1,2,2,2,1,2,4,2,2,2,3,1,3,3,2,2,3,1,3,4,1,2,3,4,2,2,1,4,2,2,2,2,0,1,2,2,2,2,1,2,1,0,2,4,2,4,2,2,2,2,3,2,2,1,3,1,2,3,3,2,2,3,3,4,3,1,3,0,2,1,1,2,1,1,4,1,2,2,1,1,2,3,2,1,4,1,1,1,4,3]",ok,
93,quantile,5,0.15,0.6700086241362962,0.2425228872963605,4,"fused_1_veryhigh, fused_2_verylow, fused_2_veryhigh+fused_4_verylow+fused_5_veryhigh, fused_2_low","[357, 298, 353, 320, 471]",0.5,0.8,0.2,5.0,"{""fused_1"":0.47716637217712654,""fused_2"":0.18973114792416046,""fused_3"":0.35723592273771687,""fused_4"":0.46583367811590626,""fused_5"":0.3669025429140736}","{""fused_1_veryhigh"":0.6620987555457933,""fused_2_verylow"":0.6278636298515131,""fused_2_veryhigh+fused_4_verylow+fused_5_veryhigh"":0.6414085973516727,""fused_2_low"":0.6323139191484296}","{""fused_1"":0.1849014744673021,""fused_2"":0.2328483545068489,""fused_3"":0.19877833602396822,""fused_4"":0.18601591848734614,""fused_5"":0.19745591651453454}","{""fused_1_veryhigh"":0.24796030048624085,""fused_2_verylow"":0.2512733994100972,""fused_2_veryhigh+fused_4_verylow+fused_5_veryhigh"":0.24993619429246883,""fused_2_low"":0.2508301058111932}","{""fused_1"":0.9245073723365105,""fused_2"":1.1642417725342444,""fused_3"":0.9938916801198411,""fused_4"":0.9300795924367307,""fused_5"":0.9872795825726727}","{""fused_1_veryhigh"":0.9918412019449634,""fused_2_verylow"":1.0050935976403887,""fused_2_veryhigh+fused_4_verylow+fused_5_veryhigh"":0.9997447771698753,""fused_2_low"":1.0033204232447728}",0.1372440031985189,0.0022234574763757,"[0,0,0,0,3,3,0,4,0,3,4,3,1,2,2,0,3,2,0,0,2,2,0,0,2,0,3,3,4,2,0,3,0,4,0,4,2,4,2,4,4,2,3,3,2,0,0,0,4,1,4,1,3,3,3,0,4,2,3,3,2,0,0,4,4,2,4,4,0,0,2,4,0,3,0,0,0,4,3,0,4,2,3,2,0,0,0,0,3,0,4,4,0,4,3,3,1,4,4,2,3,1,4,3,0,1,2,2,3,0,3,4,3,3,2,2,4,3,2,0,2,3,4,3,4,0,2,1,2,2,0,2,0,4,2,0,2,2,2,0,3,2,1,0,0,0,3,3,4,3,3,2,2,0,0,0,4,0,3,2,0,1,2,3,2,0,3,4,2,0,4,4,0,4,3,0,0,4,1,2,2,0,2,0,1,3,3,4,4,3,0,0,0,4,4,4,0,0,3,2,0,4,4,4,4,2,3,1,3,0,4,2,0,0,2,3,4,3,2,0,2,4,0,0,0,3,0,4,4,2,0,4,3,4,4,3,4,4,3,4,3,4,0,4,0,4,0,0,3,1,1,2,3,0,0,2,4,4,0,0,4,4,0,0,3,4,4,2,4,3,3,0,0,4,1,0,4,2,0,4,4,2,4,0,3,0,2,4,2,1,0,4,2,4,2,0,0,3,2,0,3,0,2,0,3,3,4,3,4,3,1,0,4,0,2,3,3,0,2,2,2,2,1,0,4,0,3,2,3,0,2,1,2,2,3,4,4,0,4,4,3,4,2,2,4,2,4,4,2,3,4,2,4,0,4,2,4,4,2,4,0,2,0,0,4,3,3,2,3,4,2,4,0,3,4,4,2,3,4,0,2,3,0,0,4,0,2,2,3,4,0,4,1,2,4,0,4,4,3,0,2,4,3,0,3,4,0,1,2,3,4,4,2,3,0,1,4,0,3,0,4,1,3,0,4,0,2,4,0,0,3,3,1,1,0,4,0,2,2,4,2,3,1,2,3,3,3,0,4,4,1,0,1,3,3,1,4,4,0,2,3,4,3,3,0,2,3,2,4,2,2,2,3,0,3,1,4,0,4,0,0,4,4,2,3,4,1,1,0,0,4,3,0,0,0,3,3,1,4,1,2,2,2,4,2,2,3,3,3,4,2,4,2,4,2,2,3,0,4,4,0,4,2,4,3,0,2,3,0,4,3,0,4,0,3,0,4,4,3,2,0,3,1,3,0,1,4,3,0,0,2,1,3,0,3,0,1,0,3,0,0,4,3,3,3,2,0,2,4,4,4,0,3,0,4,1,2,4,3,0,0,1,4,1,4,2,2,2,3,3,2,0,4,4,0,0,0,0,4,3,0,2,0,0,2,2,2,2,3,0,0,2,0,1,2,4,0,1,4,3,4,2,4,2,0,0,2,3,3,1,4,3,0,3,4,4,3,4,0,1,2,4,2,4,3,4,0,0,0,2,3,0,3,3,3,3,4,0,2,3,1,4,0,4,3,4,4,4,0,0,1,2,3,0,4,4,4,1,4,1,0,0,4,2,0,2,2,4,0,4,0,2,4,4,2,0,1,0,4,2,4,4,2,1,0,0,2,0,2,1,2,3,3,4,3,2,1,0,4,4,2,0,0,0,2,1,4,2,4,1,4,4,2,1,1,4,2,2,2,1,0,4,3,2,0,0,1,3,1,1,4,4,4,1,4,2,1,0,3,1,2,1,3,1,2,3,4,4,4,4,4,4,2,0,4,3,2,2,0,1,2,2,2,2,2,0,3,3,1,3,4,1,2,3,3,2,3,2,0,2,3,4,0,3,2,0,3,2,2,4,4,0,1,3,0,1,3,2,1,2,4,0,4,2,0,4,0,4,2,1,3,0,0,0,1,3,2,0,4,0,4,1,2,0,4,4,2,3,2,4,2,1,2,4,3,4,4,3,1,2,3,0,2,2,0,1,3,4,3,0,4,4,3,3,2,3,3,1,0,3,4,1,2,3,4,1,2,4,2,3,4,4,2,4,0,3,1,3,0,1,1,3,1,2,3,1,3,3,4,2,4,2,3,2,2,2,4,1,4,3,2,0,1,0,4,1,0,4,4,2,4,4,0,1,0,4,0,4,1,2,3,4,2,0,4,4,4,2,3,2,3,3,1,4,4,2,4,2,2,4,4,2,4,3,4,4,1,1,2,4,1,2,2,3,4,1,1,1,4,1,1,1,0,2,4,4,3,3,4,1,4,0,4,3,4,4,3,2,1,2,4,1,3,1,3,4,1,4,0,2,2,3,2,4,1,1,0,4,1,1,0,3,4,4,2,2,3,0,3,3,1,1,4,4,2,0,4,3,4,3,1,2,1,1,4,4,4,2,3,4,1,1,1,1,3,2,1,4,1,3,0,3,1,4,4,4,1,3,2,0,0,0,4,3,3,4,2,1,1,3,1,0,3,0,3,4,1,4,1,2,4,1,4,1,1,2,1,1,1,3,1,1,4,0,4,2,3,2,2,2,4,1,4,2,4,2,1,3,4,2,0,2,4,3,2,4,1,0,2,1,1,0,2,4,4,2,1,4,4,3,0,3,3,2,1,3,4,1,0,3,4,3,3,1,1,1,4,1,1,3,3,1,2,4,4,4,3,2,0,4,2,0,4,1,1,2,4,1,1,0,4,3,3,1,4,4,4,1,4,0,2,4,0,2,4,0,1,1,3,1,0,1,1,0,4,2,4,2,4,2,2,1,0,4,4,4,1,3,0,4,0,2,1,4,2,0,4,2,4,1,3,0,3,1,4,3,1,4,1,1,0,1,4,1,4,4,1,1,1,1,2,4,4,3,4,1,3,0,1,2,1,1,4,2,0,4,1,4,0,4,4,1,1,1,1,2,1,3,2,4,2,1,1,2,4,4,3,2,4,1,2,3,1,0,4,0,3,4,0,4,4,2,0,2,0,1,2,4,0,4,3,2,4,4,2,1,4,4,1,2,2,0,2,2,4,0,4,2,2,3,3,3,3,4,4,3,4,0,1,4,3,4,0,0,3,0,2,2,0,0,1,3,1,2,0,2,4,4,2,3,1,2,1,0,1,0,4,4,4,0,0,4,3,2,2,1,1,1,1,1,2,0,4,4,1,4,1,4,2,0,4,2,2,1,4,3,1,1,4,2,0,4,4,4,0,4,3,4,4,4,0,3,0,1,1,4,3,4,4,3,0,0,4,4,0,3,0,0,3,4,2,4,3,3,1,0,0,2,0,4,0,4,2,0,0,3,0,4,4,0,3,3,4,2,4,4,4,1,2,1,4,1,0,3,4,3,2,0,3,0,3,0,3,4,1,1,3,3,4,2,1,2,1,1,0,4,2,2,0,2,4,4,2,1,1,1,4,3,3,1,1,1,1,0,4,4,1,2,3,0,0,0,0,1,4,0,2,4,4,3,2,2,0,4,4,2,4,2,3,1,1,3,0,3,2,1,1,2,4,1,0,0,1,1,4,4,2,1,4,0,2,2,4,1,3,3,2,2,4,2,1,0,4,2,1,3,0,1,2,1,1,4,0,2,3,3,3,1,1,0,4,4,3,1,3,1,1,3,0,0,4,3,1,1,0,2,4,4,1,1,0,0,1,3,1,0,4,2,1,4,4,1,2,2,0,1,4,4,1,1,0,2,0,4,2,4,0,0,1,0,4,2,3,1,2,3,4,0,4,1,3,4,1,0,4,2,0,3,0,3,2,4,3,3,2,4,4,1,3,3,1,2,1,4,0,0,1,4,2,2,0,1,4,3,1,3,0,4,4,2,0,2,4,1,2,4,2,0,3,2,1,3,3,3,4,2,1,4,4,4,1,0,0,1,1,4,2,1,2,1,4,4,2,1,2,0,4,2,0,3,1,3,3,4,4,3,1,3,4,1,2,3,2,2,4,1,4,2,2,2,0,0,1,4,4,2,4,1,4,1,2,4,0,2,0,4,4,2,4,3,4,2,1,3,1,2,3,3,0,2,3,3,4,3,1,3,4,4,1,1,4,1,1,4,1,2,2,1,1,2,3,4,1,4,1,1,1,4,3]",ok,
94,quantile,5,0.1,0.6312367051441985,0.2037509683042627,3,"fused_1_verylow, fused_2_verylow+fused_5_high, fused_2_veryhigh+fused_4_verylow+fused_5_veryhigh","[193, 212, 258, 92, 1044]",0.4,0.9,0.8,2.0,"{""fused_1"":0.22716488388066436,""fused_2"":0.5844864743849205,""fused_3"":0.682901469842584,""fused_4"":0.7082031002271949,""fused_5"":0.6247782306903876}","{""fused_1_verylow"":0.1837134496992332,""fused_2_verylow+fused_5_high"":0.1679613630143204,""fused_2_veryhigh+fused_4_verylow+fused_5_veryhigh"":0.1981971642924092}","{""fused_1"":0.4156865077391978,""fused_2"":0.16155955937338964,""fused_3"":0.1382767228237197,""fused_4"":0.1333365770794287,""fused_5"":0.15114063298426406}","{""fused_1_verylow"":0.3310483620002357,""fused_2_verylow+fused_5_high"":0.36209539806579494,""fused_2_veryhigh+fused_4_verylow+fused_5_veryhigh"":0.3068562399339693}","{""fused_1"":2.078432538695989,""fused_2"":0.8077977968669482,""fused_3"":0.6913836141185985,""fused_4"":0.6666828853971435,""fused_5"":0.7557031649213203}","{""fused_1_verylow"":0.9931450860007071,""fused_2_verylow+fused_5_high"":1.0862861941973847,""fused_2_veryhigh+fused_4_verylow+fused_5_veryhigh"":0.9205687198019079}",0.1461943738836398,0.0027793218454697,"[0,2,0,0,4,4,4,3,0,4,4,4,1,4,2,4,4,4,4,4,2,4,0,0,2,0,4,4,4,4,0,4,0,4,0,4,4,4,4,2,4,4,4,4,2,0,4,0,4,3,4,1,4,4,4,4,4,4,4,4,2,0,4,4,4,4,4,4,0,0,2,4,4,4,0,0,4,4,4,0,4,4,4,4,2,0,0,0,4,0,2,4,4,2,4,4,3,4,4,2,4,3,4,4,4,1,4,4,4,0,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4,0,4,1,2,4,0,4,4,4,4,4,2,4,2,0,4,4,1,0,0,0,4,4,4,4,4,2,2,0,0,0,4,0,4,4,0,1,4,4,4,0,4,4,2,2,4,4,0,4,4,4,2,4,1,2,2,0,4,0,3,4,4,2,4,4,4,0,0,4,4,4,0,2,4,4,4,4,4,4,4,4,4,1,4,0,4,4,4,0,4,4,4,4,2,0,4,2,0,0,0,4,0,4,2,4,0,2,4,4,4,4,4,4,4,4,4,2,0,4,4,4,4,0,4,1,1,2,4,0,0,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,0,4,4,1,2,4,2,0,4,4,2,4,0,4,4,4,4,4,1,4,4,2,4,4,4,4,4,4,0,4,4,4,0,4,4,4,4,4,4,3,0,4,4,4,4,4,0,4,4,4,2,3,4,4,0,4,4,4,4,4,3,4,2,4,4,4,0,2,4,4,2,2,4,4,4,4,4,4,4,4,2,4,4,2,2,4,4,2,4,4,4,0,4,4,4,4,4,4,2,4,4,0,4,2,4,4,4,4,0,4,4,0,4,4,0,4,2,4,4,0,4,1,2,4,0,4,4,4,2,2,4,4,2,4,4,4,1,2,4,4,4,2,4,4,1,4,4,4,4,4,3,4,0,4,0,4,4,4,4,4,4,1,3,0,2,0,2,4,4,4,4,1,2,4,4,4,0,4,2,1,2,1,4,4,1,4,2,4,4,4,4,4,4,4,4,4,2,4,4,2,2,4,0,4,1,2,0,4,0,0,4,4,2,4,4,3,3,0,4,4,4,4,0,4,4,4,1,4,1,2,4,2,4,4,2,4,4,4,4,2,4,2,2,4,2,4,4,4,4,0,4,2,4,4,4,4,4,4,4,4,0,4,4,4,0,4,4,4,4,4,4,3,4,4,3,2,4,0,0,2,3,4,4,4,4,3,2,4,0,4,4,4,4,4,4,0,4,4,4,4,4,4,0,4,1,4,4,4,0,2,3,4,1,2,2,4,4,4,4,4,0,4,2,4,0,4,2,4,4,0,4,4,4,4,4,4,4,4,4,0,4,2,3,4,4,0,1,4,4,4,4,4,4,0,2,4,4,4,1,4,4,0,4,4,4,4,4,0,3,2,4,2,4,4,4,4,0,2,2,4,0,4,4,4,4,4,0,4,4,3,4,0,4,4,4,4,4,0,0,1,2,4,4,4,4,2,3,4,3,0,4,3,4,0,4,2,4,2,4,4,4,2,4,2,2,3,4,4,2,4,4,4,1,0,4,4,4,2,1,4,4,4,2,4,4,1,0,2,4,2,0,0,4,2,1,4,2,4,1,4,4,2,3,1,4,2,2,2,1,2,4,4,2,4,0,1,4,1,1,4,4,4,1,4,2,1,0,4,1,2,1,4,1,2,4,4,4,4,4,4,4,4,0,4,4,4,2,2,1,2,4,2,4,4,0,4,4,3,4,4,1,2,4,4,4,4,2,4,4,4,3,0,4,4,0,4,4,4,4,2,4,3,4,2,1,4,2,3,4,4,4,4,2,4,4,0,4,4,1,4,4,0,4,1,4,4,2,4,2,4,3,2,2,4,2,4,4,4,4,2,1,4,4,4,4,3,4,3,4,4,4,4,4,4,1,4,4,4,0,2,4,4,4,4,4,4,3,0,4,2,1,4,4,4,1,2,4,4,4,4,4,4,2,2,4,1,4,2,1,1,4,1,4,4,1,4,4,4,2,4,2,4,2,2,2,4,1,4,4,2,0,3,4,4,1,4,4,4,4,2,4,4,3,0,4,4,4,3,2,4,2,2,0,4,4,4,4,4,2,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,1,4,2,4,4,1,1,1,4,1,1,1,0,2,4,4,4,4,4,1,4,0,4,4,4,4,4,4,3,2,4,1,4,3,4,4,3,4,2,2,2,4,4,2,3,1,0,4,1,1,0,4,4,4,4,4,4,0,4,4,1,1,4,4,2,4,2,4,2,4,1,2,1,1,4,4,4,4,4,2,1,1,3,3,4,2,1,4,1,4,0,4,1,4,4,4,3,4,4,0,4,4,4,4,4,2,2,1,1,4,3,4,4,0,4,4,3,4,1,4,4,3,2,1,1,2,1,1,1,4,1,1,4,0,2,4,4,2,4,4,4,1,4,4,4,2,3,4,2,2,0,2,4,4,2,4,3,4,4,1,3,0,2,4,4,4,1,4,2,4,4,4,4,2,1,4,4,1,4,4,4,4,4,1,1,1,4,1,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,1,3,4,2,4,4,1,2,4,4,1,4,0,4,4,0,2,4,0,1,1,4,3,4,1,1,0,4,2,2,4,4,2,2,1,0,4,4,4,1,4,2,4,0,2,1,4,2,2,4,4,4,1,4,4,4,1,4,4,1,2,3,1,0,1,4,1,4,4,3,1,1,1,2,4,4,4,4,1,4,4,1,4,1,1,4,2,2,4,1,4,4,4,4,3,3,3,1,4,1,4,4,4,2,3,3,4,4,2,4,4,4,1,4,4,1,2,4,0,4,4,4,4,4,2,4,4,4,1,4,2,0,4,4,4,4,4,4,3,4,2,3,4,4,0,2,4,2,0,2,2,4,4,4,4,4,3,4,4,4,0,1,4,4,4,4,0,4,4,4,4,0,0,1,4,1,2,0,4,4,4,2,4,1,4,1,0,1,0,2,4,4,0,0,4,4,4,2,3,1,1,1,1,4,4,2,4,1,4,3,4,4,0,4,4,2,1,2,4,1,1,4,4,0,2,4,4,4,2,4,2,4,4,0,4,0,1,3,4,4,4,4,4,0,0,4,4,4,4,4,0,4,4,4,4,4,4,1,0,4,2,4,4,0,2,2,0,0,4,0,4,4,4,4,4,4,4,2,2,4,3,4,1,4,3,0,4,4,4,2,0,4,4,4,2,4,4,3,1,4,4,4,4,3,4,1,1,0,3,2,4,4,4,4,4,2,1,3,1,4,4,4,3,1,1,1,0,2,4,1,2,4,0,2,0,0,1,4,2,2,4,4,4,2,2,4,4,4,4,4,2,4,1,1,4,0,4,4,1,1,4,4,3,2,4,1,1,4,4,2,1,4,4,4,2,4,1,4,4,4,4,4,4,1,0,4,4,1,4,2,1,4,1,3,4,0,4,4,4,4,1,1,2,4,4,4,1,4,3,1,4,0,4,2,4,1,3,0,4,4,4,1,1,0,4,1,4,3,0,4,4,1,4,4,1,4,2,0,3,4,4,1,1,4,4,0,4,2,2,4,0,3,4,4,2,4,3,4,4,4,4,4,1,4,2,1,0,4,4,0,4,4,4,2,4,4,4,2,4,4,1,4,4,3,2,1,2,2,0,3,4,4,2,0,1,4,4,1,4,0,4,4,4,2,2,4,1,2,4,2,4,4,2,1,4,4,4,4,4,1,4,4,4,3,0,4,1,1,4,2,1,2,3,4,4,4,1,4,0,4,2,2,4,1,4,4,4,4,4,1,4,4,1,4,4,4,2,4,1,4,4,4,4,4,4,3,4,4,4,2,1,2,3,2,4,0,4,0,4,4,4,4,4,4,4,3,4,3,2,4,4,2,4,4,4,4,4,3,4,4,2,1,3,4,1,3,4,3,2,2,1,1,2,4,4,1,4,3,1,1,4,4]",ok,
95,quantile,7,1.0,0.4274857368399357,0.0,0,,[],,,,,,,,,,,,,,baseline_no_features,
96,quantile,7,0.95,0.4274857368399357,0.0,0,,[],,,,,,,,,,,,,,baseline_no_features,
97,quantile,7,0.9,0.4274857368399357,0.0,0,,[],,,,,,,,,,,,,,baseline_no_features,
98,quantile,7,0.85,0.4274857368399357,0.0,0,,[],,,,,,,,,,,,,,baseline_no_features,
99,quantile,7,0.8,0.4274857368399357,0.0,0,,[],,,,,,,,,,,,,,baseline_no_features,
