job_index,strategy,n_bins,min_support,silhouette_score,n_selected_features,selected_features,cluster_sizes,mu_param,gamma,beta,status,error_message
16,uniform,3,0.2,0.362334281206131,67,"fused_11_medium, fused_10_low+fused_11_high+fused_4_high+fused_5_low+fused_6_low+fused_8_medium, fused_10_low+fused_11_high+fused_3_medium+fused_4_high+fused_5_low+fused_6_low, fused_2_high+fused_3_low+fused_5_low+fused_8_medium, fused_10_low+fused_3_medium+fused_4_high+fused_9_medium, fused_10_low+fused_11_high+fused_1_medium+fused_3_low+fused_5_low+fused_6_low+fused_9_medium, fused_10_low+fused_11_high+fused_5_low+fused_6_low+fused_8_medium+fused_9_medium, fused_10_low+fused_4_high+fused_7_medium+fused_8_medium, fused_10_low+fused_1_medium+fused_3_medium+fused_4_high+fused_6_low, fused_4_medium+fused_5_low, fused_10_low+fused_11_high+fused_1_medium+fused_5_low+fused_6_low+fused_8_medium, fused_7_high+fused_8_medium, fused_11_high+fused_2_medium+fused_5_low+fused_6_low, fused_11_high+fused_5_low+fused_6_low+fused_7_medium+fused_8_medium+fused_9_medium, fused_2_high+fused_3_low+fused_4_medium, fused_11_high+fused_1_medium+fused_3_low+fused_5_low+fused_6_low+fused_8_medium+fused_9_medium, fused_10_low+fused_1_low+fused_4_high, fused_11_high+fused_2_medium+fused_4_high+fused_6_low, fused_11_high+fused_4_high+fused_5_low+fused_6_low+fused_8_medium+fused_9_medium, fused_2_high+fused_5_low+fused_6_low+fused_8_medium, fused_11_high+fused_3_medium+fused_5_low+fused_6_low+fused_9_medium, fused_10_low+fused_11_high+fused_1_medium+fused_5_low+fused_6_low+fused_8_high, fused_10_low+fused_11_high+fused_5_low+fused_6_low+fused_8_high+fused_9_medium, fused_10_low+fused_6_low+fused_7_medium+fused_8_medium, fused_11_high+fused_1_medium+fused_3_medium+fused_5_low+fused_6_low, fused_3_low+fused_7_medium+fused_8_medium, fused_10_low+fused_2_medium+fused_4_high+fused_8_medium, fused_11_high+fused_1_medium+fused_5_low+fused_6_low+fused_7_medium+fused_8_medium, fused_10_low+fused_11_high+fused_1_medium+fused_2_high+fused_4_high+fused_5_low+fused_6_low+fused_7_medium+fused_9_medium, fused_11_high+fused_1_medium+fused_5_low+fused_6_low+fused_8_high+fused_9_medium, fused_2_high+fused_3_low+fused_6_low+fused_8_medium, fused_10_low+fused_4_high+fused_5_low+fused_6_low+fused_8_medium+fused_9_medium, fused_4_medium+fused_6_low, fused_11_high+fused_1_medium+fused_4_high+fused_5_low+fused_6_low+fused_8_medium, fused_3_low+fused_7_high, fused_11_high+fused_2_high+fused_6_low+fused_8_medium, fused_10_low+fused_11_high+fused_1_medium+fused_4_high+fused_6_low+fused_8_medium, fused_10_low+fused_4_high+fused_5_low+fused_6_low+fused_8_high, fused_1_medium+fused_2_high+fused_8_medium, fused_10_low+fused_11_high+fused_4_high+fused_6_low+fused_8_medium+fused_9_medium, fused_10_low+fused_2_medium+fused_3_medium+fused_4_high, fused_11_high+fused_3_low+fused_4_high+fused_6_low+fused_9_medium, fused_10_low+fused_1_medium+fused_4_high+fused_8_high, fused_10_low+fused_3_low+fused_5_low+fused_6_low+fused_7_medium, fused_11_high+fused_3_low+fused_4_high+fused_5_low+fused_6_low, fused_1_medium+fused_2_medium, fused_3_medium+fused_4_high+fused_5_low+fused_6_low+fused_9_medium, fused_4_high+fused_6_low+fused_7_medium+fused_8_medium, fused_10_low+fused_2_medium+fused_4_high+fused_5_low+fused_6_low, fused_10_low+fused_3_medium+fused_4_high+fused_6_low+fused_7_medium, fused_10_low+fused_4_high+fused_8_high+fused_9_medium, fused_11_high+fused_1_medium+fused_2_high+fused_3_low+fused_5_low+fused_6_low+fused_7_medium+fused_9_medium, fused_11_high+fused_2_high+fused_5_low+fused_6_low+fused_8_high, fused_11_high+fused_3_medium+fused_6_low+fused_7_medium, fused_10_low+fused_11_high+fused_3_low+fused_4_high+fused_6_low, fused_10_low+fused_1_medium+fused_5_low+fused_6_low+fused_8_high+fused_9_medium, fused_10_low+fused_3_medium+fused_6_low+fused_9_medium, fused_11_high+fused_5_low+fused_6_low+fused_7_medium+fused_8_high, fused_1_medium+fused_2_high+fused_5_low+fused_6_low+fused_8_high+fused_9_medium, fused_2_medium+fused_6_low+fused_8_medium, fused_10_low+fused_3_medium+fused_5_low+fused_9_medium, fused_11_high+fused_1_medium+fused_3_medium+fused_4_high+fused_6_low, fused_1_medium+fused_3_medium+fused_4_high+fused_5_low+fused_6_low, fused_1_medium+fused_5_low+fused_6_low+fused_7_medium+fused_8_high, fused_2_high+fused_8_medium+fused_9_medium, fused_2_medium+fused_4_high+fused_9_medium, fused_5_low+fused_7_medium+fused_8_high+fused_9_medium","[297, 544, 342, 192, 424]",0.8,0.9,4.0,ok,
17,uniform,3,0.15,0.4375753104686737,82,"fused_10_low+fused_11_high+fused_1_medium+fused_2_high+fused_4_high+fused_5_low+fused_6_low+fused_7_medium+fused_9_medium, fused_10_low+fused_2_medium+fused_4_high+fused_9_medium, fused_10_low+fused_11_high+fused_2_medium+fused_4_high+fused_5_low+fused_6_low, fused_11_medium+fused_6_medium, fused_10_low+fused_11_high+fused_1_medium+fused_3_low+fused_4_high+fused_5_low+fused_6_low+fused_9_medium, fused_10_low+fused_11_high+fused_3_medium+fused_4_high+fused_5_low+fused_6_low+fused_7_medium, fused_10_low+fused_11_high+fused_4_high+fused_5_low+fused_6_low+fused_7_medium+fused_8_medium, fused_10_low+fused_2_medium+fused_3_medium+fused_4_high+fused_6_low, fused_10_low+fused_1_low+fused_4_high+fused_9_medium, fused_10_low+fused_4_high+fused_7_medium+fused_8_medium+fused_9_medium, fused_10_low+fused_11_high+fused_1_medium+fused_4_high+fused_5_low+fused_6_low+fused_8_medium+fused_9_medium, fused_2_medium+fused_8_medium+fused_9_medium, fused_11_medium+fused_8_medium, fused_10_medium+fused_4_medium, fused_2_high+fused_3_low+fused_4_medium+fused_5_low+fused_6_low, fused_10_low+fused_3_medium+fused_4_high+fused_7_medium+fused_9_medium, fused_11_high+fused_1_medium+fused_2_high+fused_3_low+fused_5_low+fused_6_low+fused_8_medium+fused_9_medium, fused_10_low+fused_11_high+fused_1_medium+fused_2_high+fused_5_low+fused_6_low+fused_7_medium+fused_8_high+fused_9_medium, fused_10_low+fused_11_high+fused_3_low+fused_5_low+fused_6_low+fused_8_medium+fused_9_medium, fused_2_medium+fused_3_medium+fused_5_low+fused_6_low, fused_10_low+fused_11_high+fused_3_low+fused_4_high+fused_5_low+fused_6_low+fused_7_medium+fused_9_medium, fused_2_high+fused_3_low+fused_7_high+fused_8_medium, fused_11_high+fused_2_medium+fused_5_low+fused_6_low+fused_9_medium, fused_11_high+fused_3_medium+fused_5_low+fused_6_low+fused_7_medium+fused_9_medium, fused_10_low+fused_11_high+fused_5_low+fused_6_low+fused_7_medium+fused_8_medium+fused_9_medium, fused_11_high+fused_4_medium+fused_5_low+fused_6_low+fused_9_medium, fused_10_medium+fused_5_low, fused_11_high+fused_1_medium+fused_2_medium+fused_6_low, fused_10_low+fused_1_medium+fused_2_medium+fused_4_high+fused_6_low, fused_11_high+fused_2_high+fused_4_medium+fused_5_low+fused_6_low, fused_11_high+fused_2_medium+fused_3_medium+fused_6_low, fused_4_medium+fused_5_low+fused_8_medium, fused_5_low+fused_7_high, fused_10_medium+fused_3_low, fused_11_medium+fused_5_medium, fused_10_low+fused_11_high+fused_1_medium+fused_4_high+fused_5_low+fused_6_low+fused_7_medium+fused_8_high+fused_9_medium, fused_11_high+fused_1_medium+fused_3_medium+fused_4_high+fused_5_low+fused_6_low+fused_7_medium, fused_11_high+fused_3_low+fused_4_medium+fused_5_low+fused_6_low, fused_11_high+fused_4_high+fused_5_low+fused_6_low+fused_7_medium+fused_8_medium+fused_9_medium, fused_1_medium+fused_4_medium+fused_5_low+fused_9_medium, fused_3_medium+fused_4_high+fused_8_medium, fused_11_high+fused_2_high+fused_3_low+fused_4_medium+fused_6_low, fused_2_high+fused_3_low+fused_7_medium+fused_8_medium, fused_10_low+fused_1_medium+fused_4_high+fused_6_low+fused_7_medium+fused_8_medium, fused_2_medium+fused_4_high+fused_5_low+fused_6_low+fused_9_medium, fused_10_low+fused_11_high+fused_1_medium+fused_3_medium+fused_4_high+fused_6_low+fused_7_medium, fused_10_low+fused_11_high+fused_1_medium+fused_5_low+fused_6_low+fused_7_medium+fused_8_medium, fused_10_low+fused_2_medium+fused_4_high+fused_5_low+fused_6_low+fused_8_medium, fused_11_high+fused_2_medium+fused_4_high+fused_5_low+fused_6_low+fused_8_medium, fused_11_high+fused_3_medium+fused_4_high+fused_6_low+fused_7_medium+fused_9_medium, fused_1_medium+fused_2_medium+fused_5_low+fused_6_low, fused_2_high+fused_4_medium+fused_5_low+fused_6_low+fused_9_medium, fused_2_medium+fused_3_medium+fused_8_medium, fused_10_low+fused_11_high+fused_1_medium+fused_3_low+fused_6_low+fused_8_medium+fused_9_medium, fused_10_low+fused_1_medium+fused_2_high+fused_4_high+fused_5_low+fused_6_low+fused_8_high+fused_9_medium, fused_10_low+fused_2_medium+fused_4_high+fused_6_low+fused_7_medium, fused_2_high+fused_3_low+fused_4_medium+fused_8_medium, fused_10_low+fused_11_high+fused_1_medium+fused_3_low+fused_5_low+fused_6_low+fused_8_medium, fused_10_low+fused_11_high+fused_1_medium+fused_3_medium+fused_4_high+fused_5_low+fused_6_low+fused_9_medium, fused_10_low+fused_11_high+fused_2_medium+fused_4_high+fused_6_low+fused_8_medium, fused_10_medium+fused_2_high, fused_11_high+fused_1_medium+fused_3_low+fused_4_high+fused_5_low+fused_6_low+fused_7_medium+fused_9_medium, fused_1_medium+fused_2_high+fused_4_medium, fused_1_medium+fused_3_low+fused_4_medium, fused_3_low+fused_4_medium+fused_5_low+fused_6_low+fused_9_medium, fused_10_low+fused_11_high+fused_1_medium+fused_3_low+fused_4_high+fused_5_low+fused_6_low+fused_7_medium, fused_11_high+fused_1_medium+fused_4_high+fused_6_low+fused_7_medium+fused_8_medium, fused_1_medium+fused_4_medium+fused_6_low, fused_2_medium+fused_3_medium+fused_4_high+fused_5_low, fused_3_medium+fused_4_high+fused_5_low+fused_6_low+fused_7_medium+fused_9_medium, fused_3_medium+fused_6_low+fused_8_medium, fused_10_low+fused_11_high+fused_1_medium+fused_2_high+fused_3_low+fused_5_low+fused_6_low+fused_7_medium+fused_9_medium, fused_10_low+fused_11_high+fused_1_medium+fused_3_medium+fused_5_low+fused_6_low+fused_7_medium, fused_10_low+fused_11_high+fused_2_high+fused_4_high+fused_5_low+fused_6_low+fused_8_high, fused_10_low+fused_3_medium+fused_4_high+fused_6_low+fused_8_high, fused_10_low+fused_3_medium+fused_5_low+fused_8_high, fused_10_low+fused_3_medium+fused_6_low+fused_7_medium+fused_9_medium, fused_11_high+fused_1_medium+fused_3_low+fused_5_low+fused_6_low+fused_7_medium+fused_8_medium+fused_9_medium, fused_11_high+fused_6_low+fused_7_high, fused_2_high+fused_3_low+fused_4_medium+fused_5_low+fused_9_medium, fused_3_medium+fused_5_low+fused_6_low+fused_8_high, fused_7_low","[253, 290, 318, 208, 730]",0.7,0.7,3.0,ok,
18,uniform,3,0.1,0.2691003680229187,127,"fused_10_low+fused_4_high+fused_7_low, fused_10_low+fused_11_high+fused_1_medium+fused_2_high+fused_4_high+fused_5_low+fused_6_low+fused_7_medium+fused_8_high+fused_9_medium, fused_11_medium+fused_5_medium+fused_6_medium, fused_10_low+fused_11_high+fused_2_medium+fused_3_medium+fused_4_high+fused_5_low+fused_6_low, fused_10_low+fused_11_high+fused_1_medium+fused_3_low+fused_4_high+fused_5_low+fused_6_low+fused_8_medium+fused_9_medium, fused_10_low+fused_11_high+fused_1_medium+fused_2_medium+fused_4_high+fused_5_low+fused_6_low, fused_10_low+fused_1_low+fused_2_medium+fused_4_high, fused_10_low+fused_11_high+fused_1_medium+fused_4_high+fused_5_low+fused_6_low+fused_7_medium+fused_8_medium+fused_9_medium, fused_10_low+fused_11_medium+fused_4_high, fused_10_low+fused_11_high+fused_1_medium+fused_2_high+fused_3_low+fused_4_high+fused_5_low+fused_6_low+fused_7_medium+fused_9_medium, fused_11_high+fused_1_medium+fused_2_high+fused_3_low+fused_4_medium+fused_5_low+fused_6_low+fused_9_medium, fused_11_high+fused_1_medium+fused_2_high+fused_3_low+fused_5_low+fused_6_low+fused_7_medium+fused_8_medium+fused_9_medium, fused_10_low+fused_2_medium+fused_3_medium+fused_4_high+fused_6_low+fused_8_medium, fused_10_low+fused_2_medium+fused_3_medium+fused_4_high+fused_9_medium, fused_10_medium+fused_2_high+fused_3_low+fused_4_medium+fused_8_medium, fused_2_high+fused_3_low+fused_4_medium+fused_5_low+fused_6_low+fused_8_medium, fused_11_high+fused_3_low+fused_6_low+fused_7_high, fused_11_high+fused_4_medium+fused_5_low+fused_6_low+fused_8_medium+fused_9_medium, fused_10_low+fused_1_low+fused_4_high+fused_7_medium, fused_10_low+fused_1_medium+fused_2_medium+fused_3_medium+fused_4_high+fused_6_low, fused_10_low+fused_3_medium+fused_4_high+fused_9_low, fused_10_low+fused_11_high+fused_1_medium+fused_2_high+fused_3_low+fused_5_low+fused_6_low+fused_8_medium+fused_9_medium, fused_10_low+fused_11_high+fused_1_medium+fused_3_low+fused_5_low+fused_6_low+fused_7_medium+fused_8_medium+fused_9_medium, fused_10_low+fused_11_high+fused_2_medium+fused_4_high+fused_5_low+fused_6_low+fused_7_medium+fused_8_medium, fused_10_low+fused_11_high+fused_3_low+fused_4_high+fused_5_low+fused_6_low+fused_7_medium+fused_8_medium+fused_9_medium, fused_1_high+fused_2_high+fused_3_low+fused_8_medium+fused_9_high, fused_2_medium+fused_3_medium+fused_5_low+fused_6_low+fused_9_medium, fused_10_low+fused_1_low+fused_3_medium+fused_4_high, fused_10_low+fused_3_medium+fused_4_high+fused_5_low+fused_6_low+fused_8_medium, fused_11_high+fused_2_medium+fused_3_medium+fused_5_low+fused_6_low+fused_8_medium, fused_10_low+fused_11_high+fused_2_medium+fused_4_high+fused_5_low+fused_6_low+fused_8_medium+fused_9_medium, fused_11_high+fused_1_medium+fused_2_medium+fused_4_high+fused_5_low+fused_6_low+fused_8_medium, fused_11_high+fused_1_medium+fused_6_low+fused_7_high, fused_11_medium+fused_5_medium+fused_8_medium, fused_10_low+fused_11_high+fused_3_medium+fused_4_high+fused_6_low+fused_8_medium, fused_10_low+fused_2_medium+fused_4_high+fused_9_low, fused_10_low+fused_3_high+fused_4_high, fused_11_high+fused_3_low+fused_4_medium+fused_5_low+fused_6_low+fused_8_medium, fused_11_high+fused_3_medium+fused_4_high+fused_5_low+fused_6_low+fused_8_medium, fused_3_medium+fused_8_medium+fused_9_medium, fused_10_low+fused_11_high+fused_1_medium+fused_2_medium+fused_4_high+fused_6_low+fused_8_medium, fused_10_low+fused_1_medium+fused_2_medium+fused_4_high+fused_6_low+fused_7_medium, fused_11_high+fused_2_high+fused_4_medium+fused_5_low+fused_6_low+fused_8_medium, fused_1_high+fused_2_high+fused_3_low+fused_7_high+fused_8_medium, fused_1_medium+fused_4_medium+fused_5_low+fused_6_low+fused_7_medium+fused_9_medium, fused_2_high+fused_3_low+fused_5_low+fused_7_high, fused_3_low+fused_5_low+fused_7_high+fused_8_medium, fused_11_high+fused_2_medium+fused_4_high+fused_5_low+fused_6_low+fused_7_medium+fused_9_medium, fused_10_low+fused_2_low+fused_4_high, fused_10_medium+fused_11_high+fused_5_low+fused_6_low+fused_8_medium, fused_10_medium+fused_2_high+fused_4_medium+fused_9_medium, fused_10_medium+fused_3_low+fused_4_medium+fused_9_medium, fused_10_medium+fused_3_low+fused_5_low+fused_9_medium, fused_11_high+fused_1_medium+fused_2_high+fused_3_medium+fused_5_low+fused_6_low+fused_9_medium, fused_11_high+fused_2_high+fused_3_low+fused_4_medium+fused_6_low+fused_8_medium, fused_1_medium+fused_2_high+fused_3_low+fused_4_medium+fused_5_low+fused_7_medium, fused_1_medium+fused_2_high+fused_4_medium+fused_5_low+fused_7_medium+fused_9_medium, fused_1_medium+fused_3_medium+fused_8_medium, fused_1_medium+fused_4_medium+fused_5_low+fused_8_medium+fused_9_medium, fused_3_low+fused_5_low+fused_6_low+fused_7_high, fused_10_low+fused_2_medium+fused_3_medium+fused_4_high+fused_6_low+fused_7_medium, fused_10_medium+fused_4_medium+fused_5_low+fused_6_low+fused_8_medium, fused_1_medium+fused_3_low+fused_4_medium+fused_8_medium, fused_2_medium+fused_3_medium+fused_4_high+fused_5_low+fused_6_low+fused_8_medium, fused_3_low+fused_4_medium+fused_5_low+fused_6_low+fused_7_medium, fused_10_medium+fused_1_medium+fused_4_medium+fused_5_low, fused_10_medium+fused_1_medium+fused_5_low+fused_6_low+fused_9_medium, fused_10_medium+fused_3_low+fused_5_low+fused_8_medium, fused_2_high+fused_4_medium+fused_5_low+fused_8_medium+fused_9_medium, fused_10_high+fused_3_low+fused_9_high, fused_10_low+fused_11_high+fused_1_medium+fused_3_medium+fused_4_high+fused_5_low+fused_6_low+fused_7_medium+fused_8_high+fused_9_medium, fused_10_low+fused_1_medium+fused_2_high+fused_3_medium+fused_4_high+fused_5_low+fused_6_low+fused_9_medium, fused_10_low+fused_2_medium+fused_4_high+fused_6_low+fused_7_medium+fused_9_medium, fused_10_medium+fused_2_high+fused_3_low+fused_4_medium+fused_5_low+fused_6_low, fused_11_high+fused_1_medium+fused_2_medium+fused_5_low+fused_6_low+fused_7_medium, fused_1_low+fused_7_low, fused_1_medium+fused_2_high+fused_3_low+fused_5_low+fused_8_high+fused_9_medium, fused_2_high+fused_3_low+fused_4_medium+fused_8_medium+fused_9_medium, fused_3_medium+fused_7_medium+fused_8_medium, fused_7_low+fused_9_medium, fused_10_low+fused_11_high+fused_1_medium+fused_2_high+fused_3_medium+fused_5_low+fused_6_low, fused_10_low+fused_1_low+fused_4_high+fused_8_medium+fused_9_medium, fused_10_low+fused_1_medium+fused_2_high+fused_3_medium+fused_5_low+fused_6_low+fused_8_high, fused_10_medium+fused_1_medium+fused_3_low, fused_10_medium+fused_2_high+fused_5_low+fused_9_medium, fused_11_high+fused_1_medium+fused_2_medium+fused_3_medium+fused_6_low, fused_11_high+fused_1_medium+fused_3_low+fused_4_high+fused_5_low+fused_6_low+fused_7_medium+fused_8_medium, fused_11_medium+fused_2_high+fused_3_low+fused_6_medium+fused_8_medium, fused_1_medium+fused_2_high+fused_3_medium+fused_5_low+fused_6_low+fused_8_high+fused_9_medium, fused_1_medium+fused_7_high+fused_8_medium, fused_2_high+fused_3_low+fused_4_medium+fused_7_medium+fused_9_medium, fused_2_high+fused_6_low+fused_7_high, fused_3_low+fused_4_medium+fused_7_high, fused_10_low+fused_1_medium+fused_2_high+fused_3_medium+fused_4_high+fused_8_high, fused_10_low+fused_2_high+fused_3_medium+fused_4_high+fused_8_high+fused_9_medium, fused_10_low+fused_2_high+fused_3_medium+fused_5_low+fused_6_low+fused_8_high+fused_9_medium, fused_10_low+fused_5_medium, fused_10_medium+fused_11_high+fused_2_high+fused_4_medium+fused_6_low, fused_10_medium+fused_5_low+fused_6_low+fused_8_medium+fused_9_medium, fused_11_high+fused_1_medium+fused_2_medium+fused_4_high+fused_5_low+fused_6_low+fused_9_medium, fused_11_high+fused_2_high+fused_3_low+fused_5_low+fused_6_low+fused_8_high+fused_9_medium, fused_11_medium+fused_2_high+fused_3_low+fused_6_medium+fused_9_high, fused_1_medium+fused_2_medium+fused_6_low+fused_8_medium+fused_9_medium, fused_1_medium+fused_4_medium+fused_5_low+fused_6_low+fused_8_medium, fused_4_high+fused_5_medium, fused_10_low+fused_11_high+fused_2_high+fused_3_medium+fused_4_high+fused_5_low+fused_6_low, fused_10_low+fused_11_high+fused_2_high+fused_3_medium+fused_5_low+fused_6_low+fused_9_medium, fused_10_low+fused_1_medium+fused_2_high+fused_3_medium+fused_5_low+fused_8_high+fused_9_medium, fused_10_low+fused_2_high+fused_3_medium+fused_4_high+fused_5_low+fused_6_low+fused_8_high, fused_10_low+fused_2_medium+fused_5_low+fused_6_low+fused_7_medium+fused_9_medium, fused_10_low+fused_2_medium+fused_7_low, fused_10_medium+fused_11_high+fused_3_low+fused_4_medium+fused_6_low, fused_10_medium+fused_11_high+fused_4_medium+fused_5_low+fused_6_low+fused_9_medium, fused_10_medium+fused_7_medium, fused_11_high+fused_2_medium+fused_3_medium+fused_4_high+fused_6_low+fused_8_medium, fused_11_high+fused_3_low+fused_5_low+fused_7_high, fused_11_high+fused_5_low+fused_6_low+fused_7_high+fused_8_medium+fused_9_medium, fused_11_medium+fused_2_high+fused_3_low+fused_8_medium+fused_9_high, fused_1_high+fused_2_high+fused_3_low+fused_7_high+fused_9_high, fused_1_medium+fused_2_medium+fused_7_medium+fused_8_medium, fused_1_medium+fused_3_low+fused_4_medium+fused_5_low+fused_7_medium+fused_9_medium, fused_2_high+fused_3_low+fused_7_high+fused_8_medium+fused_9_high, fused_2_high+fused_3_low+fused_7_medium+fused_8_high, fused_2_high+fused_4_medium+fused_5_low+fused_6_low+fused_7_medium+fused_9_medium, fused_2_medium+fused_4_high+fused_7_low, fused_3_low+fused_4_medium+fused_5_low+fused_6_low+fused_8_medium+fused_9_medium, fused_3_low+fused_5_medium","[244, 220, 250, 894, 191]",0.9,0.9,2.0,ok,
19,uniform,5,1.0,0.4068583846092224,0,,[],,,,baseline_no_features,
20,uniform,5,0.95,0.4068583846092224,0,,[],,,,baseline_no_features,
21,uniform,5,0.9,0.4068583846092224,0,,[],,,,baseline_no_features,
22,uniform,5,0.85,0.4068583846092224,0,,[],,,,baseline_no_features,
23,uniform,5,0.8,0.4068583846092224,0,,[],,,,baseline_no_features,
24,uniform,5,0.75,0.4068583846092224,0,,[],,,,baseline_no_features,
25,uniform,5,0.7,0.4068583846092224,0,,[],,,,baseline_no_features,
26,uniform,5,0.65,0.4068583846092224,0,,[],,,,baseline_no_features,
27,uniform,5,0.6,0.4068583846092224,0,,[],,,,baseline_no_features,
28,uniform,5,0.55,0.32526180148124695,1,fused_3_low,"[167, 380, 774, 202, 276]",0.2,0.8,4.0,ok,
29,uniform,5,0.5,0.331706702709198,4,"fused_3_low, fused_2_high, fused_6_verylow, fused_8_high","[165, 314, 259, 184, 877]",0.2,0.2,3.0,ok,
30,uniform,5,0.45,0.3395329713821411,7,"fused_3_low, fused_2_high, fused_6_verylow, fused_8_high, fused_10_verylow, fused_9_medium, fused_5_verylow","[165, 337, 267, 841, 189]",0.4,0.3,5.0,ok,
31,uniform,5,0.4,0.31586530804634094,7,"fused_8_high, fused_10_verylow, fused_9_medium, fused_1_medium, fused_2_high+fused_3_low, fused_5_verylow+fused_6_verylow, fused_4_high","[196, 203, 597, 435, 368]",0.9,0.1,4.0,ok,
32,uniform,5,0.35,0.3339956998825073,12,"fused_8_high, fused_10_verylow, fused_9_medium, fused_1_medium, fused_2_high+fused_3_low, fused_5_verylow+fused_6_verylow, fused_4_high, fused_3_low+fused_6_verylow, fused_11_high, fused_2_high+fused_5_verylow, fused_2_high+fused_6_verylow, fused_3_low+fused_5_verylow","[189, 617, 202, 356, 435]",0.7,0.3,5.0,ok,
33,uniform,5,0.3,0.23919229209423065,26,"fused_11_high, fused_1_medium+fused_6_verylow, fused_10_verylow+fused_6_verylow, fused_7_medium, fused_11_veryhigh+fused_6_verylow, fused_1_medium+fused_2_high, fused_4_veryhigh, fused_3_low+fused_9_medium, fused_4_high+fused_9_medium, fused_7_high, fused_1_medium+fused_5_verylow, fused_6_verylow+fused_9_medium, fused_8_medium, fused_2_high+fused_5_verylow+fused_6_verylow, fused_5_low, fused_3_low+fused_8_high, fused_1_medium+fused_3_low, fused_2_high+fused_9_medium, fused_3_low+fused_5_verylow+fused_6_verylow, fused_4_high+fused_6_verylow, fused_1_medium+fused_9_medium, fused_2_high+fused_4_high, fused_2_high+fused_3_low+fused_6_verylow, fused_2_high+fused_8_high, fused_6_verylow+fused_8_high, fused_10_verylow+fused_5_verylow","[434, 256, 490, 271, 348]",0.8,0.5,2.0,ok,
34,uniform,5,0.25,0.2392352819442749,46,"fused_11_high, fused_7_high, fused_8_medium, fused_5_low, fused_11_veryhigh+fused_5_verylow+fused_6_verylow, fused_10_verylow+fused_5_verylow+fused_6_verylow, fused_11_veryhigh+fused_3_low+fused_6_verylow, fused_3_low+fused_6_verylow+fused_9_medium, fused_1_medium+fused_2_high+fused_3_low, fused_4_high+fused_6_verylow+fused_9_medium, fused_1_medium+fused_3_low+fused_6_verylow, fused_1_medium+fused_8_high, fused_2_high+fused_3_low+fused_9_medium, fused_6_low, fused_10_verylow+fused_1_medium, fused_10_low, fused_5_verylow+fused_7_medium, fused_3_low+fused_4_high+fused_9_medium, fused_1_medium+fused_6_verylow+fused_9_medium, fused_2_high+fused_4_high+fused_6_verylow, fused_5_verylow+fused_6_verylow+fused_9_medium, fused_1_medium+fused_2_high+fused_9_medium, fused_1_medium+fused_3_low+fused_5_verylow, fused_2_high+fused_6_verylow+fused_9_medium, fused_1_medium+fused_5_verylow+fused_9_medium, fused_10_verylow+fused_4_veryhigh, fused_1_medium+fused_3_low+fused_9_medium, fused_2_high+fused_3_low+fused_5_verylow+fused_6_verylow, fused_9_low, fused_2_high+fused_4_high+fused_9_medium, fused_6_verylow+fused_7_medium, fused_1_medium+fused_2_high+fused_5_verylow+fused_6_verylow, fused_4_high+fused_5_verylow+fused_6_verylow, fused_5_verylow+fused_6_verylow+fused_8_high, fused_10_verylow+fused_3_low+fused_6_verylow, fused_3_low+fused_4_high+fused_6_verylow, fused_4_high+fused_8_high, fused_2_high+fused_5_verylow+fused_8_high, fused_10_verylow+fused_2_high+fused_6_verylow, fused_1_medium+fused_4_high+fused_6_verylow, fused_8_high+fused_9_medium, fused_1_medium+fused_4_high+fused_9_medium, fused_11_veryhigh+fused_1_medium+fused_6_verylow, fused_2_high+fused_3_low+fused_8_high, fused_11_veryhigh+fused_2_high, fused_3_low+fused_5_verylow+fused_9_medium","[281, 425, 434, 276, 383]",0.8,0.9,2.0,ok,
